Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34742674,11/08/2016 02:27:00 PM,11/09/2016 12:00:00 PM,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11354,29-01 149 STREET,149 STREET,29 AVENUE,BAYSIDE AVENUE,,,ADDRESS,Flushing,,N/A,Closed,,,11/09/2016 12:00:00 PM,07 QUEENS,QUEENS,1034846,220672,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77222520923188,-73.81732992316348,"(40.772225209232, -73.817329923163)"
34743451,11/09/2016 10:54:00 AM,11/09/2016 12:00:00 PM,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10035,246 EAST  119 STREET,EAST  119 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,11/09/2016 12:00:00 PM,11 MANHATTAN,MANHATTAN,1001551,230534,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79942162694546,-73.93751157877993,"(40.799421626945, -73.93751157878)"
34747361,11/09/2016 06:56:00 PM,11/10/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,,,,,,,,,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/10/2016 12:00:00 PM,13 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34748059,11/10/2016 09:34:00 AM,11/12/2016 12:00:00 PM,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,,,,,,ANDERSON STREET,CHESTNUT AVENUE,INTERSECTION,,,N/A,Closed,,,11/12/2016 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34754367,11/11/2016 08:57:00 AM,11/15/2016 12:00:00 PM,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,,,,,,BRUCKNER BOULEVARD,EDISON AVENUE,INTERSECTION,,,N/A,Closed,,,11/15/2016 12:00:00 PM,10 BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34755049,11/10/2016 05:11:00 PM,11/15/2016 12:00:00 PM,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,CHESTER PLACE,CLARK LANE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/15/2016 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34762016,11/11/2016 03:55:00 PM,11/16/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,,,,,EAST 80 STREET,RALPH AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,11/16/2016 12:00:00 PM,18 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34770361,11/13/2016 07:41:00 AM,11/14/2016 12:00:00 PM,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,IONIA AVENUE,HUGUENOT AVENUE,INTERSECTION,,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",11/14/2016 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34789751,11/16/2016 08:55:00 AM,11/18/2016 12:00:00 PM,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11236,602 EAST   82 STREET,EAST   82 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,,11/18/2016 12:00:00 PM,18 BROOKLYN,BROOKLYN,1007781,172285,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63952787391177,-73.91521347129502,"(40.639527873912, -73.915213471295)"
34789884,11/15/2016 09:43:00 PM,11/23/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,,,,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/23/2016 12:00:00 PM,07 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34791201,11/16/2016 07:46:00 AM,11/22/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,,,,,BENZIGER AVENUE,WESTERVELT AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/22/2016 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34807589,11/18/2016 12:13:00 PM,11/23/2016 12:00:00 PM,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11423,89-51 196 STREET,196 STREET,89 ROAD,90 AVENUE,,,ADDRESS,Hollis,,N/A,Closed,,,11/23/2016 12:00:00 PM,12 QUEENS,QUEENS,1049397,200024,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.715456553619454,-73.76499570443316,"(40.715456553619, -73.764995704433)"
34802813,11/16/2016 04:55:00 PM,11/26/2016 12:00:00 PM,DSNY,P - Queens,Dirty Conditions,E13 Throw-Out,Sidewalk,,,,,,105-24 REMINGTON ST,105 AVE SOUTH ROAD,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/26/2016 12:00:00 PM,12 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34811598,11/18/2016 12:07:00 PM,11/30/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,,,,,,HILLSIDE AVENUE,148 STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/30/2016 12:00:00 PM,08 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34826756,11/20/2016 03:41:00 PM,11/21/2016 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E5 Loose Rubbish,Sidewalk,,2551 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,,,,,ADDRESS,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/21/2016 12:00:00 PM,03 BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34829423,11/20/2016 03:30:00 PM,12/02/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E1 Improper Disposal,Sidewalk,,,,,,131 STREET,107 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,12/02/2016 12:00:00 PM,10 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34831205,11/21/2016 08:42:00 AM,11/21/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,,,,,AVENUE U,GERRITSEN AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,11/21/2016 12:00:00 PM,15 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34835207,11/21/2016 01:41:00 PM,11/22/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,,,,,FRANCIS LEWIS BOULEVARD,33 AVENUE,INTERSECTION,,,N/A,Closed,,,11/22/2016 12:00:00 PM,11 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34837892,11/21/2016 01:48:00 PM,11/22/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11357,,,,,160 STREET,WILLETS POINT BOULEVARD,INTERSECTION,Whitestone,,N/A,Closed,,,11/22/2016 12:00:00 PM,07 QUEENS,QUEENS,1038753,223471,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77988448314733,-73.80320156598574,"(40.779884483147, -73.803201565986)"
34838781,11/22/2016 07:48:00 AM,11/23/2016 12:00:00 PM,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11417,98-96 103 AVENUE,103 AVENUE,98 STREET,99 STREET,,,ADDRESS,Ozone Park,,N/A,Closed,,,11/23/2016 12:00:00 PM,10 QUEENS,QUEENS,1028169,188230,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68321567743811,-73.84164801463224,"(40.683215677438, -73.841648014632)"
34852399,11/22/2016 09:27:00 PM,11/29/2016 12:00:00 PM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11362,,,,,255 STREET,58 AVENUE,INTERSECTION,Little Neck,,N/A,Closed,,,11/29/2016 12:00:00 PM,11 QUEENS,QUEENS,1060356,216877,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76162614814591,-73.7252729606766,"(40.761626148146, -73.725272960677)"
34852567,11/23/2016 12:17:00 PM,11/25/2016 12:00:00 PM,DSNY,A - Manhattan,Dirty Conditions,E11 Litter Surveillance,Sidewalk,10029,3 AVENUE,3 AVENUE,EAST   99 STREET,EAST   98 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/25/2016 12:00:00 PM,11 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34857035,11/23/2016 11:22:00 PM,11/25/2016 12:00:00 PM,DSNY,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,ADAM CLAYTON POWELL,ADAM CLAYTON POWELL,JR BLVD,,,,ADDRESS,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/25/2016 12:00:00 PM,10 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34856849,11/23/2016 10:16:00 PM,12/06/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E1 Improper Disposal,Sidewalk,11436,,,,,145 STREET,LINDEN BOULEVARD,INTERSECTION,Jamaica,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,12/06/2016 12:00:00 PM,12 QUEENS,QUEENS,1040001,188853,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.684859049707526,-73.79898217069032,"(40.684859049708, -73.79898217069)"
34859349,11/24/2016 01:01:00 PM,11/26/2016 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,WEST 225 STREET,BROADWAY,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/26/2016 12:00:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34865763,11/26/2016 01:04:00 PM,12/06/2016 12:00:00 PM,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,,,,,,,,,,,N/A,Closed,,,12/06/2016 12:00:00 PM,05 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34866520,11/25/2016 12:02:00 AM,11/26/2016 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,,BRIGHTON STREET,BRIGHTON STREET,,,,,ADDRESS,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/26/2016 12:00:00 PM,13 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34867176,11/25/2016 08:07:00 AM,11/30/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,84 ROAD,SMEDLEY STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/30/2016 12:00:00 PM,08 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34868513,11/25/2016 03:52:00 PM,11/26/2016 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,BROADWAY,WEST 225 STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/26/2016 12:00:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34880058,11/27/2016 05:29:00 PM,12/06/2016 12:00:00 PM,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,,,,,,26 PATCHEN AVENUE,VAN BUREN STREET,INTERSECTION,,,N/A,Closed,,,12/06/2016 12:00:00 PM,03 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34874088,11/26/2016 01:12:00 PM,11/28/2016 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E5 Loose Rubbish,Sidewalk,,,,,,,,,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/28/2016 12:00:00 PM,09 BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34874616,11/26/2016 02:07:00 PM,11/28/2016 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E5 Loose Rubbish,Sidewalk,,,,,,,,,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/28/2016 12:00:00 PM,12 BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34886568,11/28/2016 07:46:00 AM,12/06/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E1 Improper Disposal,Sidewalk,,,,,,149 AVENUE,241 STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,12/06/2016 12:00:00 PM,13 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34889933,11/28/2016 09:55:00 AM,11/29/2016 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,63 DRIVE,QUEENS BOULEVARD,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/29/2016 12:00:00 PM,06 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34893061,11/30/2016 09:25:00 AM,11/30/2016 12:00:00 PM,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,,,,,,LIBERTY AVENUE,108 STREET,INTERSECTION,,,N/A,Closed,,,11/30/2016 12:00:00 PM,10 QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34910986,12/01/2016 03:45:00 PM,12/02/2016 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,,EAST 222 STREET,EAST 222 STREET,BRUNER AVENUE,WYCKHAM,,,,,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/02/2016 12:00:00 PM,12 BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34678512,11/01/2016 08:17:00 AM,11/02/2016 12:00:00 PM,DSNY,A - Manhattan,Dirty Conditions,E1 Improper Disposal,Sidewalk,10128,438 EAST   87 STREET,EAST   87 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/02/2016 12:00:00 PM,08 MANHATTAN,MANHATTAN,998669,222417,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77714781436162,-73.94793831934679,"(40.777147814362, -73.947938319347)"
